StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104
1002309,8.0,10.0,7.0,8.0,7.0,7.0,9.0,7.0,10.0,9.0,NG,7.0,8.0,8.0,8.0,8.0,NG,8.0,10.0,NG,9.0,10.0,7.0,8.0,7.0,9.0,10.0,7.0,9.0,7.0,
1001782,NG,8.0,6.0,8.0,NG,NG,NG,7.0,9.0,7.0,NG,NG,NG,9.0,8.0,6.0,NG,7.0,7.0,NG,6.0,NG,NG,9.0,7.0,8.0,8.0,NG,NG,6.0,
1002714,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,NG,8.0,8.0,8.0,10.0,8.0,NG,8.0,8.0,NG,8.0,9.0,7.0,9.0,9.0,8.0,8.0,7.0,9.0,7.0,
1000443,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002208,NG,9.0,6.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,8.0,NG,8.0,NG,NG,7.0,7.0,8.0,9.0,NG,NG,7.0,
1000982,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,5.0,NG,5.0,NG,4.0,NG,NG,4.0,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,
1002251,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,NG,6.0,6.0,6.0,6.0,6.0,NG,6.0,6.0,NG,6.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,
1000154,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001762,NG,6.0,6.0,6.0,NG,NG,NG,6.0,6.0,7.0,NG,NG,NG,6.0,NG,5.0,NG,4.0,4.0,NG,5.0,NG,NG,7.0,NG,5.0,6.0,NG,NG,4.0,
1002512,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,NG,7.0,7.0,6.0,8.0,6.0,NG,6.0,6.0,NG,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,
1002786,7.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,NG,7.0,9.0,9.0,7.0,7.0,NG,7.0,8.0,NG,7.0,9.0,6.0,8.0,7.0,7.0,9.0,6.0,9.0,7.0,
1002503,9.0,10.0,6.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,NG,7.0,9.0,8.0,8.0,7.0,NG,8.0,9.0,NG,8.0,10.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,
1000448,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,10.0,NG,8.0,NG,9.0,NG,NG,7.0,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,
1002086,NG,7.0,8.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,7.0,6.0,7.0,NG,NG,7.0,
1000892,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000538,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,4.0,8.0,NG,NG,NG,
1001392,NG,8.0,7.0,7.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,7.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,5.0,
1000749,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,5.0,NG,NG,7.0,NG,NG,NG,NG,5.0,8.0,NG,NG,NG,
1000478,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001378,NG,10.0,6.0,7.0,NG,NG,NG,7.0,9.0,9.0,NG,NG,NG,10.0,8.0,8.0,NG,9.0,10.0,NG,9.0,NG,NG,8.0,8.0,9.0,10.0,NG,NG,7.0,
1000513,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1002045,NG,9.0,7.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,9.0,7.0,9.0,NG,NG,7.0,
1000609,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002595,9.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,9.0,8.0,NG,7.0,9.0,9.0,7.0,8.0,NG,8.0,8.0,NG,8.0,9.0,6.0,8.0,6.0,7.0,9.0,8.0,7.0,8.0,
1000951,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,5.0,NG,5.0,NG,NG,5.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1000928,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,9.0,NG,NG,8.0,NG,NG,NG,NG,8.0,10.0,NG,NG,NG,
1001946,NG,10.0,10.0,8.0,NG,NG,NG,9.0,8.0,9.0,NG,NG,NG,7.0,10.0,9.0,NG,7.0,9.0,NG,8.0,NG,NG,9.0,8.0,9.0,9.0,NG,NG,7.0,
1001608,NG,10.0,7.0,8.0,NG,NG,NG,8.0,10.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,8.0,9.0,NG,8.0,NG,NG,9.0,7.0,8.0,10.0,NG,NG,7.0,
1000302,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000408,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000733,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1002281,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,9.0,NG,8.0,7.0,6.0,9.0,7.0,NG,6.0,7.0,NG,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,
1000424,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001011,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000287,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,NG,8.0,NG,NG,NG,
1000682,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001214,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001803,NG,10.0,8.0,9.0,NG,NG,NG,8.0,10.0,9.0,NG,NG,NG,7.0,9.0,9.0,NG,9.0,9.0,NG,9.0,NG,NG,9.0,8.0,10.0,9.0,NG,NG,8.0,
1002122,NG,9.0,6.0,7.0,NG,NG,NG,6.0,7.0,7.0,NG,NG,NG,6.0,8.0,6.0,NG,7.0,7.0,NG,6.0,NG,NG,7.0,6.0,8.0,8.0,NG,NG,5.0,
1001706,NG,8.0,7.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,8.0,8.0,NG,7.0,NG,NG,7.0,7.0,6.0,9.0,NG,NG,7.0,
1001203,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000130,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001988,NG,9.0,7.0,7.0,NG,NG,NG,6.0,10.0,7.0,NG,NG,NG,9.0,8.0,7.0,NG,7.0,9.0,NG,7.0,NG,NG,7.0,8.0,9.0,9.0,NG,NG,7.0,
1000192,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,9.0,10.0,NG,NG,NG,
1000304,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,5.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,5.0,8.0,NG,NG,NG,
1001552,NG,7.0,6.0,7.0,NG,NG,NG,7.0,7.0,6.0,NG,NG,NG,7.0,6.0,7.0,NG,6.0,8.0,NG,7.0,NG,NG,7.0,6.0,6.0,7.0,NG,NG,7.0,
1001170,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001094,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1000473,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1000858,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001025,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,10.0,NG,8.0,NG,NG,10.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001556,NG,9.0,8.0,8.0,NG,NG,NG,7.0,8.0,9.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,8.0,NG,8.0,NG,NG,8.0,6.0,7.0,8.0,NG,NG,6.0,
1000600,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000617,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001568,NG,8.0,8.0,8.0,NG,NG,NG,8.0,6.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,6.0,NG,8.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,7.0,
1002596,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,NG,6.0,8.0,8.0,7.0,7.0,NG,7.0,7.0,NG,7.0,8.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,
1002095,NG,10.0,6.0,9.0,NG,NG,NG,9.0,10.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,8.0,9.0,NG,7.0,NG,NG,9.0,7.0,9.0,8.0,NG,NG,7.0,
1001545,NG,6.0,8.0,7.0,NG,NG,NG,7.0,5.0,9.0,NG,NG,NG,6.0,8.0,8.0,NG,6.0,6.0,NG,6.0,NG,NG,8.0,7.0,6.0,6.0,NG,NG,7.0,
1001525,NG,7.0,8.0,7.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,6.0,7.0,6.0,NG,6.0,5.0,NG,7.0,NG,NG,7.0,7.0,7.0,6.0,NG,NG,6.0,
1001853,NG,8.0,7.0,7.0,NG,NG,NG,7.0,8.0,10.0,NG,NG,NG,8.0,8.0,9.0,NG,7.0,8.0,NG,9.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,7.0,
1002443,NG,6.0,6.0,6.0,NG,NG,NG,6.0,6.0,6.0,NG,NG,7.0,6.0,NG,6.0,NG,4.0,6.0,NG,5.0,6.0,NG,6.0,NG,5.0,6.0,NG,NG,5.0,
1000245,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001285,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,10.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,
1000681,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1002067,NG,10.0,8.0,8.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,9.0,10.0,9.0,NG,8.0,9.0,NG,9.0,NG,NG,9.0,8.0,9.0,10.0,NG,NG,8.0,
1000162,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,5.0,NG,NG,5.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1002099,NG,9.0,7.0,6.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,8.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,7.0,8.0,8.0,NG,NG,7.0,
1000782,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000259,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002492,6.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0,NG,6.0,9.0,7.0,6.0,6.0,NG,6.0,7.0,NG,8.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,5.0,6.0,
1002491,6.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,NG,8.0,7.0,8.0,8.0,7.0,NG,6.0,7.0,NG,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,
1000361,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001583,NG,7.0,8.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,7.0,9.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,9.0,8.0,7.0,7.0,NG,NG,7.0,
1002811,8.0,9.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,NG,9.0,7.0,8.0,9.0,8.0,NG,7.0,9.0,NG,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,6.0,
1001884,NG,8.0,5.0,6.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,6.0,6.0,NG,6.0,7.0,NG,7.0,NG,NG,6.0,6.0,7.0,7.0,NG,NG,5.0,
1001404,NG,9.0,8.0,8.0,NG,NG,NG,9.0,7.0,10.0,NG,NG,NG,8.0,9.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,9.0,8.0,8.0,9.0,NG,NG,7.0,
1001324,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001134,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001022,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000349,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,9.0,8.0,NG,NG,NG,
1001778,NG,10.0,6.0,7.0,NG,NG,NG,6.0,9.0,7.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,9.0,NG,8.0,NG,NG,7.0,7.0,8.0,9.0,NG,NG,6.0,
1001702,NG,9.0,7.0,8.0,NG,NG,NG,8.0,10.0,8.0,NG,NG,NG,9.0,8.0,8.0,NG,8.0,9.0,NG,8.0,NG,NG,9.0,8.0,9.0,9.0,NG,NG,8.0,
1001312,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,10.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000081,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,5.0,8.0,NG,NG,NG,
1000543,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,8.0,10.0,NG,NG,NG,
1000268,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002344,5.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,NG,7.0,7.0,6.0,7.0,6.0,NG,6.0,6.0,NG,7.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,
1000679,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001531,NG,8.0,7.0,6.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,8.0,7.0,7.0,NG,NG,6.0,
1001043,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1000490,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001371,NG,9.0,7.0,7.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,6.0,8.0,NG,7.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,5.0,
1000955,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,5.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002574,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,NG,8.0,8.0,7.0,7.0,8.0,NG,6.0,7.0,NG,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,
1001319,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000764,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,NG,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000089,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,10.0,9.0,NG,NG,NG,
1000140,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000191,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002059,NG,8.0,7.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,NG,NG,8.0,9.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,8.0,
1001398,NG,9.0,8.0,8.0,NG,NG,NG,9.0,7.0,10.0,NG,NG,NG,8.0,9.0,9.0,NG,7.0,9.0,NG,9.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,8.0,
1000977,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000649,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001915,NG,10.0,7.0,9.0,NG,NG,NG,8.0,10.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,7.0,10.0,NG,8.0,NG,NG,7.0,7.0,8.0,10.0,NG,NG,7.0,
1001062,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001713,NG,6.0,7.0,7.0,NG,NG,NG,7.0,7.0,9.0,NG,NG,NG,7.0,7.0,6.0,NG,6.0,6.0,NG,6.0,NG,NG,8.0,6.0,6.0,7.0,NG,NG,7.0,
1001636,NG,9.0,8.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,6.0,8.0,NG,8.0,NG,NG,9.0,7.0,8.0,9.0,NG,NG,6.0,
1001292,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1000798,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,5.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1001620,NG,10.0,7.0,7.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,10.0,8.0,8.0,NG,7.0,9.0,NG,8.0,NG,NG,8.0,8.0,8.0,10.0,NG,NG,8.0,
1000632,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,9.0,NG,NG,NG,NG,
1002556,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,NG,6.0,6.0,6.0,7.0,7.0,NG,6.0,6.0,NG,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,
1000769,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,8.0,10.0,NG,NG,NG,
1002319,NG,7.0,7.0,6.0,NG,NG,NG,7.0,7.0,6.0,NG,NG,8.0,8.0,6.0,7.0,NG,6.0,7.0,NG,7.0,8.0,NG,7.0,6.0,5.0,7.0,6.0,NG,6.0,
1002527,8.0,9.0,6.0,8.0,6.0,7.0,7.0,8.0,9.0,7.0,NG,6.0,9.0,9.0,7.0,7.0,NG,8.0,8.0,NG,6.0,10.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,6.0,
1002062,NG,8.0,6.0,7.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,7.0,8.0,NG,8.0,NG,NG,7.0,7.0,7.0,8.0,NG,NG,7.0,
1001131,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002502,7.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,6.0,NG,6.0,9.0,8.0,6.0,7.0,NG,7.0,7.0,NG,6.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,
1001635,NG,8.0,7.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,NG,NG,7.0,8.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,7.0,7.0,7.0,NG,NG,6.0,
1001950,NG,9.0,8.0,8.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,8.0,8.0,9.0,NG,7.0,8.0,NG,9.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,8.0,
1001424,NG,6.0,7.0,7.0,NG,NG,NG,6.0,6.0,8.0,NG,NG,NG,7.0,7.0,7.0,NG,6.0,5.0,NG,6.0,NG,NG,7.0,6.0,6.0,6.0,NG,NG,6.0,
1000535,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1001709,NG,8.0,7.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,6.0,6.0,8.0,NG,NG,7.0,
1001658,NG,7.0,5.0,6.0,NG,NG,NG,6.0,8.0,6.0,NG,NG,NG,6.0,6.0,6.0,NG,6.0,6.0,NG,7.0,NG,NG,5.0,6.0,7.0,7.0,NG,NG,5.0,
1002222,NG,6.0,6.0,7.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,6.0,6.0,NG,7.0,NG,5.0,6.0,NG,6.0,7.0,NG,7.0,NG,6.0,6.0,NG,NG,5.0,
1001438,NG,6.0,6.0,6.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,6.0,6.0,7.0,NG,6.0,6.0,NG,6.0,NG,NG,7.0,7.0,6.0,7.0,NG,NG,5.0,
1000909,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
